region,price,year,manufacturer,model,condition,cylinders,fuel,transmission,drive,type,odometer_bins
sacramento,21518,2010,hyundai,elantra,good,5,gas,automatic,4wd,sedan,100k-150k
detroit metro,17995,2012,chevrolet,silverado 1500,excellent,8,gas,automatic,4wd,truck,100k-150k
orange county,36950,2018,chevrolet,silverado 2500 hd,excellent,8,gas,automatic,4wd,truck,50k-100k
raleigh / durham / CH,14000,2010,ford,e350 xlt super duty,excellent,8,gas,automatic,rwd,van,150k-200k
others,17599,2013,ford,f-150 xl,like new,6,gas,automatic,4wd,pickup,50k-100k
others,21518,2011,chrysler,town & country,excellent,6,gas,automatic,fwd,mini-van,100k-150k
others,19581,1997,subaru,legacy outback,good,4,gas,automatic,4wd,wagon,200k-300k
others,13995,2011,ram,1500,excellent,8,gas,automatic,rwd,truck,150k-200k
others,19581,2007,kia,spectra,like new,4,gas,automatic,fwd,sedan,150k-200k
inland empire,19581,2015,chevrolet,impala,good,5,gas,automatic,4wd,sedan,50k-100k
others,19581,2007,bmw,m5,good,10,gas,automatic,rwd,sedan,50k-100k
portland,21518,2008,volkswagen,gti,good,4,gas,automatic,fwd,hatchback,100k-150k
others,43000,2014,ford,mustang roush,excellent,8,gas,manual,rwd,coupe,0-20k
spokane / coeur d'alene,10995,2010,subaru,outback,excellent,5,gas,automatic,4wd,wagon,150k-200k
pittsburgh,21518,2010,others,3 2.5,good,5,gas,manual,4wd,sedan,100k-150k
others,19581,1940,ford,deluxe,excellent,8,gas,manual,fwd,sedan,0-20k
others,39990,2019,acura,mdx sh-awd w/technology,good,5,other,other,4wd,SUV,20k-50k
others,19581,2012,chevrolet,malibu,good,5,gas,automatic,4wd,sedan,200k-300k
oklahoma city,11995,2014,ford,fusion,excellent,4,gas,automatic,fwd,sedan,50k-100k
others,10495,2015,nissan,altima,good,5,gas,automatic,fwd,other,50k-100k
others,25990,2014,chevrolet,silverado 1500 regular,good,8,other,automatic,4wd,pickup,50k-100k
others,8995,2009,subaru,tribeca,excellent,6,gas,automatic,4wd,SUV,100k-150k
boston,7995,2012,toyota,corolla,excellent,4,gas,automatic,fwd,sedan,100k-150k
others,21518,2008,chevrolet,hhr,good,5,gas,automatic,4wd,sedan,100k-150k
los angeles,19581,2019,ford,f-150,good,5,gas,automatic,4wd,pickup,20k-50k
reno / tahoe,27777,2018,subaru,wrx,good,5,gas,manual,4wd,sedan,50k-100k
others,19581,2016,chevrolet,silverado,good,5,gas,automatic,4wd,sedan,150k-200k
orange county,11900,2004,gmc,envoy 4x4 xuv 5.3l v8 slt loaded low miles one owner,good,8,gas,automatic,4wd,SUV,100k-150k
north jersey,33990,2017,jeep,wrangler unlimited sahara,good,6,other,other,4wd,SUV,20k-50k
others,8900,2008,ford,f-350,good,5,gas,automatic,rwd,truck,50k-100k
"kansas city, MO",19590,2012,audi,a5 2.0t quattro premium,good,5,gas,other,4wd,other,20k-50k
others,22628,2016,gmc,yukon xl,excellent,8,gas,automatic,4wd,SUV,200k-300k
others,34990,2018,jeep,grand cherokee trailhawk,good,6,gas,other,4wd,other,20k-50k
others,19581,2016,ram,2500,good,6,diesel,automatic,4wd,truck,100k-150k
cincinnati,21518,2000,chevrolet,silverado 1500,good,8,gas,automatic,4wd,truck,150k-200k
others,10995,2013,ford,150,good,5,gas,automatic,4wd,sedan,200k-300k
others,19581,2018,ram,2500,good,5,other,automatic,4wd,sedan,0-20k
others,17680,2019,nissan,versa,excellent,5,gas,automatic,fwd,sedan,0-20k
others,19581,2007,others,s60 2.5t nice!,excellent,5,gas,automatic,fwd,sedan,150k-200k
tucson,32590,2013,lexus,ls 460 sedan 4d,good,8,gas,other,rwd,sedan,20k-50k
others,13995,2015,ford,edge,good,5,gas,automatic,4wd,sedan,100k-150k
columbus,17990,2014,chrysler,300 sedan 4d,good,6,gas,other,rwd,sedan,50k-100k
others,8500,2015,jeep,cherokee,good,5,gas,automatic,4wd,sedan,150k-200k
others,31700,2014,ram,1500 longhorn limited,excellent,6,diesel,automatic,4wd,pickup,100k-150k
others,34990,2008,ram,f-150,good,5,diesel,automatic,4wd,pickup,100k-150k
spokane / coeur d'alene,20998,2017,subaru,impreza sport,good,4,gas,automatic,4wd,sedan,20k-50k
south jersey,17999,2008,ford,f-250 super duty,excellent,8,diesel,automatic,4wd,truck,100k-150k
others,28949,2016,chevrolet,silverado 1500,good,6,gas,automatic,4wd,truck,50k-100k
others,21518,2008,jeep,grand cherokee,excellent,6,gas,automatic,rwd,SUV,200k-300k
central NJ,42000,2015,mercedes-benz,sprinter 2500,like new,6,diesel,automatic,fwd,van,50k-100k
others,19581,2006,others,zephyr,good,6,gas,automatic,fwd,sedan,100k-150k
others,7500,2008,toyota,highlander,good,6,gas,automatic,4wd,SUV,100k-150k
san diego,24999,2002,ford,f250 super cab xlt,excellent,8,diesel,automatic,rwd,truck,50k-100k
raleigh / durham / CH,32990,2017,acura,mdx sh-awd sport utility,good,6,gas,other,4wd,SUV,20k-50k
others,42995,2019,ford,super duty f-250 srw xl,good,8,other,automatic,4wd,pickup,0-20k
seattle-tacoma,8000,2009,volkswagen,passat,good,4,gas,automatic,fwd,sedan,50k-100k
others,19581,2017,jeep,wrangler unlimited sport,good,6,gas,automatic,4wd,convertible,20k-50k
spokane / coeur d'alene,21518,2007,subaru,outback 2.5i limited,like new,4,gas,automatic,4wd,wagon,150k-200k
SF bay area,9000,1999,dodge,3500 dually,good,5,gas,automatic,4wd,sedan,200k-300k
orlando,12000,1987,others,firebird,good,8,gas,manual,rwd,sedan,100k-150k
others,14450,2017,ford,escape,excellent,4,gas,automatic,4wd,SUV,50k-100k
jacksonville,11900,2012,honda,accord,excellent,4,gas,automatic,fwd,sedan,100k-150k
others,13998,2010,chevrolet,silverado 1500 hybrid,good,8,hybrid,automatic,rwd,truck,100k-150k
others,21518,2010,chrysler,300,excellent,6,gas,automatic,rwd,sedan,100k-150k
others,10990,2015,nissan,leaf sl hatchback 4d,good,5,electric,other,fwd,hatchback,50k-100k
others,32990,2018,acura,mdx sh-awd w/technology,good,6,gas,other,4wd,other,20k-50k
others,14500,2010,bmw,335i,excellent,6,gas,automatic,fwd,convertible,50k-100k
others,21518,2013,subaru,outback,good,5,gas,automatic,4wd,sedan,100k-150k
others,38590,2020,others,continental sedan 4d,good,6,gas,other,fwd,sedan,0-20k
others,19581,2018,ford,super duty f-350 srw,good,8,diesel,automatic,4wd,truck,50k-100k
chicago,19581,2010,ford,edge,good,5,gas,automatic,4wd,SUV,0-20k
las vegas,30980,2018,bmw,4 series,good,4,gas,automatic,rwd,sedan,20k-50k
charlotte,21518,2005,mercedes-benz,ml-350,excellent,6,gas,automatic,4wd,SUV,100k-150k
others,8000,1976,jeep,f-150,good,6,gas,manual,4wd,SUV,50k-100k
orlando,19581,2015,chevrolet,impala,excellent,4,gas,automatic,4wd,sedan,100k-150k
raleigh / durham / CH,12500,2010,chevrolet,camaro 2ss rs,excellent,8,gas,automatic,rwd,coupe,100k-150k
orange county,21518,2011,hyundai,sonata gls,excellent,4,gas,automatic,fwd,sedan,150k-200k
tampa bay area,25850,2016,audi,a6,excellent,5,gas,automatic,4wd,sedan,50k-100k
others,44995,2017,gmc,sierra,like new,5,gas,automatic,4wd,sedan,50k-100k
pittsburgh,21518,2012,chevrolet,sonic ls,good,4,gas,automatic,fwd,hatchback,50k-100k
boston,23900,2000,chevrolet,corvette,like new,8,gas,automatic,rwd,coupe,20k-50k
others,21518,2008,chrysler,sebring,good,5,gas,automatic,4wd,convertible,100k-150k
others,33990,2017,ram,1500 crew cab tradesman,good,8,gas,other,4wd,pickup,0-20k
others,8800,1980,mercedes-benz,benz 450sl,good,8,gas,automatic,4wd,sedan,50k-100k
others,11988,2017,chevrolet,malibu lt,good,5,gas,automatic,4wd,sedan,100k-150k
las vegas,19581,2005,others,century,good,5,gas,automatic,fwd,sedan,100k-150k
others,19581,2016,ford,f-350sd lariat,good,8,diesel,automatic,4wd,sedan,20k-50k
SF bay area,34000,2012,toyota,tacoma trd 4x4,good,6,gas,manual,4wd,sedan,100k-150k
colorado springs,20799,2018,subaru,legacy,good,4,gas,automatic,4wd,sedan,0-20k
others,19581,2004,ford,expedition eddie bauer,good,5,gas,automatic,4wd,sedan,300k-400k
south florida,24995,2019,chevrolet,equinox,good,4,gas,automatic,fwd,SUV,0-20k
others,25990,2014,gmc,sierra 1500 regular cab,good,6,gas,other,4wd,pickup,0-20k
cincinnati,8995,2012,toyota,corolla,good,5,gas,automatic,fwd,sedan,100k-150k
others,13977,2013,subaru,forester,good,5,gas,automatic,4wd,wagon,20k-50k
others,19590,2020,others,outlander sport se,good,5,other,other,4wd,hatchback,20k-50k
des moines,9995,2013,nissan,sentra,good,5,gas,automatic,4wd,sedan,0-20k
stockton,8999,2014,volkswagen,cc,excellent,4,gas,automatic,fwd,sedan,100k-150k
others,15900,2015,others,xc60,good,6,gas,automatic,4wd,SUV,100k-150k
others,19581,2014,ford,f-150,good,6,gas,automatic,4wd,truck,50k-100k
others,40990,2018,mercedes-benz,gls 450 4matic,good,6,gas,automatic,4wd,SUV,50k-100k
others,21518,2005,others,3,excellent,4,gas,manual,fwd,hatchback,100k-150k
stockton,27981,2020,chrysler,pacifica,good,6,gas,automatic,fwd,van,20k-50k
others,22900,2004,ford,f-150,like new,8,gas,automatic,4wd,truck,100k-150k
others,48900,2019,ford,f-350 super duty,excellent,8,gas,automatic,4wd,other,50k-100k
others,19581,2019,ram,diesels cummins 3500,good,5,diesel,automatic,4wd,truck,0-20k
others,19581,2017,ford,f-150,excellent,6,gas,automatic,4wd,pickup,20k-50k
cincinnati,44995,2017,jeep,wrangler unlimited,excellent,6,gas,automatic,4wd,SUV,20k-50k
others,21518,2011,ford,taurus,good,5,gas,automatic,4wd,sedan,200k-300k
tampa bay area,21518,2008,toyota,yaris,good,4,gas,automatic,fwd,hatchback,150k-200k
others,42900,2016,cadillac,escalade,excellent,8,gas,automatic,4wd,SUV,50k-100k
others,21518,2008,others,g6,good,6,gas,automatic,fwd,sedan,150k-200k
others,7900,2009,audi,a3,good,4,gas,automatic,4wd,sedan,100k-150k
cleveland,7200,2014,ford,escape se awd,excellent,4,gas,automatic,fwd,sedan,150k-200k
stockton,7999,2006,acura,tsx,excellent,4,gas,automatic,fwd,sedan,200k-300k
others,37988,2014,toyota,fj cruiser 4x4,good,5,gas,automatic,4wd,sedan,50k-100k
orlando,31998,2015,jeep,wrangler unlimited,good,6,gas,manual,4wd,SUV,50k-100k
others,14995,2013,ford,explorer 4x4,good,6,gas,automatic,4wd,SUV,50k-100k
reno / tahoe,27990,2016,bmw,2 series m235i convertible,good,5,gas,other,rwd,convertible,20k-50k
dallas / fort worth,15891,2017,dodge,journey,good,4,gas,automatic,fwd,SUV,50k-100k
others,39590,2020,ford,mustang gt coupe 2d,good,8,gas,other,rwd,coupe,0-20k
others,9000,2008,ford,f-250 super duty xl,fair,8,gas,automatic,rwd,pickup,100k-150k
detroit metro,19581,1998,others,century custom,excellent,6,gas,automatic,4wd,sedan,100k-150k
inland empire,15000,1970,chevrolet,c10,good,8,gas,automatic,rwd,truck,50k-100k
others,20750,2008,ford,mustang gt,excellent,8,gas,manual,rwd,coupe,20k-50k
others,31788,2015,ford,f-150,good,8,gas,automatic,rwd,pickup,50k-100k
charlotte,19581,2020,chevrolet,silverado 1500,excellent,8,gas,automatic,4wd,pickup,50k-100k
boston,19581,2021,ford,Will fit,new,5,other,manual,4wd,sedan,0-20k
others,19581,2001,honda,accord,fair,4,gas,manual,fwd,other,150k-200k
south jersey,25999,2012,ford,international durastar,good,5,diesel,automatic,4wd,sedan,150k-200k
raleigh / durham / CH,12990,2013,subaru,forester 2.5x premium,excellent,4,gas,automatic,4wd,SUV,50k-100k
others,21518,2008,ford,escape,good,5,gas,automatic,4wd,sedan,100k-150k
san diego,21518,2016,nissan,versa sv,excellent,4,gas,automatic,fwd,sedan,50k-100k
south florida,13700,2019,honda,civic,excellent,4,gas,automatic,fwd,sedan,20k-50k
others,19581,2016,ford,Scion tC,good,5,gas,automatic,fwd,sedan,20k-50k
south florida,36590,2013,chevrolet,corvette grand sport,good,5,other,other,4wd,other,50k-100k
others,19581,2019,toyota,corolla,good,4,gas,automatic,fwd,sedan,20k-50k
others,21518,2007,toyota,prius,good,5,hybrid,automatic,4wd,sedan,100k-150k
others,25990,2018,others,q50 3.0t luxe sedan 4d,good,5,other,other,4wd,sedan,20k-50k
san diego,23997,2014,chevrolet,silverado 1500 lt,good,8,other,automatic,rwd,pickup,100k-150k
pittsburgh,24900,2018,chrysler,pacifica,good,5,gas,automatic,fwd,sedan,20k-50k
tucson,21518,2010,volkswagen,passat komfort,good,4,gas,automatic,fwd,sedan,100k-150k
others,21518,1964,others,monterrey breezeway,good,8,gas,automatic,rwd,coupe,0-20k
dallas / fort worth,27497,2018,others,mkz,good,5,gas,automatic,4wd,sedan,20k-50k
others,8995,2008,lexus,es,good,5,gas,automatic,fwd,sedan,100k-150k
others,34998,2017,ram,3500,good,5,diesel,automatic,4wd,other,200k-300k
others,7500,2002,toyota,tundra,excellent,6,gas,automatic,rwd,truck,200k-300k
others,18590,2017,toyota,camry le sedan 4d,good,5,gas,other,fwd,sedan,20k-50k
north jersey,21518,2012,ford,suzuki grand vitara,good,5,gas,manual,4wd,sedan,150k-200k
baltimore,19581,2005,others,mazda3,good,4,gas,automatic,fwd,sedan,150k-200k
SF bay area,26990,2018,mercedes-benz,c-class c 300,good,5,gas,other,rwd,sedan,0-20k
raleigh / durham / CH,29421,2016,chevrolet,silverado 1500 lt z71,good,5,gas,automatic,4wd,sedan,100k-150k
others,19581,2015,ford,f350 super duty platinum,good,5,diesel,automatic,4wd,sedan,50k-100k
others,20590,2013,acura,mdx sport utility 4d,good,6,gas,other,4wd,SUV,50k-100k
orange county,32590,2017,others,f-pace 35t premium sport,good,6,other,other,4wd,other,20k-50k
others,23990,2017,ford,focus st hatchback 4d,good,5,gas,other,fwd,hatchback,0-20k
grand rapids,21518,2011,bmw,x5,good,6,gas,automatic,4wd,SUV,100k-150k
austin,21518,1990,mercedes-benz,benz se,good,6,gas,automatic,4wd,sedan,100k-150k
others,18995,2018,toyota,prius c four,good,4,gas,automatic,fwd,hatchback,20k-50k
tucson,16590,2016,chrysler,200 limited sedan 4d,good,5,gas,other,fwd,sedan,20k-50k
others,34500,2017,jeep,wrangler unlimi,like new,6,gas,automatic,4wd,SUV,20k-50k
others,13200,2013,ford,"edge **awd , sunroof,",excellent,6,gas,automatic,4wd,SUV,100k-150k
charlotte,18995,2012,others,f-150,excellent,8,gas,automatic,4wd,SUV,100k-150k
others,32000,2012,toyota,tundra,excellent,8,gas,automatic,4wd,truck,50k-100k
others,21518,2010,others,mks,good,5,gas,automatic,4wd,sedan,100k-150k
others,11988,2006,jeep,liberty limited edition sp,good,6,gas,automatic,4wd,SUV,50k-100k
others,7500,1956,dodge,royale,good,5,gas,automatic,4wd,sedan,50k-100k
san diego,19581,2007,toyota,rav4,excellent,4,gas,automatic,fwd,SUV,150k-200k
others,21518,2000,toyota,camry le,good,4,gas,automatic,fwd,sedan,150k-200k
others,9999,2012,subaru,forester,excellent,4,gas,automatic,4wd,SUV,100k-150k
others,21518,2006,others,lucerne cxl,good,6,gas,automatic,4wd,sedan,100k-150k
others,14999,2013,toyota,sienna,excellent,6,gas,automatic,4wd,van,50k-100k
others,18995,2017,chevrolet,bolt ev,excellent,5,electric,automatic,fwd,hatchback,20k-50k
others,14995,2012,chevrolet,silverado ambulance,good,8,gas,automatic,rwd,truck,100k-150k
orlando,11000,2010,ford,f150 supercrew,excellent,5,gas,automatic,4wd,truck,150k-200k
others,19581,2002,chevrolet,silverado 1500,good,5,gas,automatic,4wd,sedan,200k-300k
others,20200,2012,mercedes-benz,benz,excellent,6,gas,automatic,rwd,convertible,50k-100k
others,22590,2020,others,encore gx select sport,good,5,other,other,4wd,SUV,0-20k
others,39999,2016,ram,1500,good,8,gas,automatic,4wd,truck,20k-50k
north jersey,8450,2010,ford,expedition,excellent,5,gas,automatic,4wd,sedan,150k-200k
dallas / fort worth,19995,2012,toyota,tacoma 4wd 1 owner,excellent,6,gas,automatic,4wd,pickup,200k-300k
others,7995,2012,ford,fusion,good,4,gas,automatic,fwd,sedan,50k-100k
"st louis, MO",19581,2008,volkswagen,touareg 2,good,6,gas,automatic,4wd,SUV,100k-150k
las vegas,26980,1986,chevrolet,c/k 10 series,good,8,gas,other,rwd,pickup,20k-50k
others,38000,2014,ford,RAN,like new,8,gas,automatic,4wd,truck,50k-100k
others,33590,2017,ford,mustang gt coupe 2d,good,8,gas,other,rwd,coupe,0-20k
milwaukee,7995,2009,subaru,forester 2.5i premium,excellent,4,gas,automatic,4wd,sedan,50k-100k
SF bay area,12500,2006,ford,international 4300,good,6,diesel,manual,4wd,sedan,300k-400k
others,14900,2014,cadillac,xts,good,6,gas,automatic,fwd,sedan,100k-150k
others,39590,2020,bmw,x3 sdrive30i sport utility,good,5,other,other,rwd,SUV,0-20k
others,29590,2015,toyota,4runner sr5 premium sport,good,5,other,other,4wd,other,50k-100k
baltimore,19581,2015,mercedes-benz,c-class,good,5,gas,automatic,4wd,sedan,50k-100k
tucson,14500,2018,chevrolet,malibu,excellent,5,gas,automatic,fwd,sedan,50k-100k
others,15980,2014,chevrolet,traverse,good,5,gas,automatic,fwd,other,100k-150k
spokane / coeur d'alene,21518,2018,toyota,"sequoia sr5 trd build out*1-owner*full new build*bilstein lift*35""master craft mxt tires*new 18""black rhino wheels*chrome delete pkg*custom painted 2-tone bumpers*8-pass seating*",good,8,gas,automatic,4wd,SUV,50k-100k
others,25999,2017,chevrolet,silverado 2500 hd double cab,good,8,other,automatic,4wd,pickup,100k-150k
others,28888,2019,dodge,charger,good,6,gas,automatic,rwd,sedan,20k-50k
central NJ,13995,2015,subaru,forester,excellent,4,gas,automatic,4wd,sedan,20k-50k
others,21200,2011,chevrolet,silverado 1500,good,5,gas,automatic,4wd,truck,100k-150k
others,7990,2008,ford,e350 wheelchair passanger v,good,8,gas,automatic,4wd,bus,150k-200k
others,35999,2018,ford,lifted f150 xlt 4x4 1/2 ton,good,5,gas,automatic,4wd,truck,50k-100k
others,26950,2020,gmc,terrain slt,excellent,4,gas,automatic,4wd,SUV,20k-50k
others,21518,2007,bmw,3 series,good,5,gas,automatic,4wd,sedan,100k-150k
others,44999,2018,toyota,4runner trd off road 4x4,good,5,gas,automatic,4wd,SUV,20k-50k
others,37590,2020,acura,rdx sh-awd technology pkg,good,5,gas,other,4wd,other,0-20k
others,42990,2017,ford,f-650 sd,good,10,gas,automatic,rwd,truck,50k-100k
others,15491,2018,chevrolet,cruze,good,5,gas,automatic,fwd,sedan,20k-50k
others,19581,2019,gmc,sierra 2500hd slt,good,8,diesel,automatic,4wd,truck,50k-100k
stockton,11999,2016,hyundai,sonata,good,4,gas,automatic,fwd,sedan,100k-150k
long island,29990,2017,chevrolet,colorado crew cab lt,good,5,other,other,4wd,pickup,20k-50k
others,20590,2017,toyota,camry xse sedan 4d,good,5,other,other,fwd,sedan,0-20k
seattle-tacoma,10990,2007,ford,mustang v6 premium,good,5,gas,manual,rwd,sedan,100k-150k
others,24995,2016,ford,GMC* SIERRA,good,5,gas,automatic,4wd,other,150k-200k
others,44589,2018,ram,1500 sport,good,8,gas,automatic,4wd,sedan,20k-50k
others,21518,1997,ford,Navistar 4700,good,5,diesel,manual,4wd,sedan,100k-150k
ft myers / SW florida,19990,2019,others,eclipse cross sp,good,5,gas,other,4wd,hatchback,20k-50k
denver,20999,2011,audi,a8 l,good,8,gas,automatic,4wd,sedan,50k-100k
others,31987,2018,others,enclave,good,5,gas,automatic,4wd,sedan,20k-50k
long island,19581,2019,ford,f-150,good,6,other,automatic,fwd,other,20k-50k
others,23500,2020,nissan,rogue,like new,4,gas,automatic,fwd,SUV,0-20k
others,21518,2009,honda,f-150,good,4,gas,automatic,rwd,sedan,0-20k
stockton,22590,2015,hyundai,genesis 3.8 sedan 4d,good,6,gas,automatic,rwd,sedan,50k-100k
others,23489,2013,chevrolet,silverado 1500,good,8,gas,automatic,4wd,pickup,100k-150k
others,21518,2011,acura,rdx,good,5,gas,automatic,fwd,SUV,150k-200k
others,8499,2012,kia,optima lx,like new,4,gas,automatic,fwd,sedan,50k-100k
others,21518,1979,others,mark v,fair,8,gas,automatic,rwd,coupe,100k-150k
milwaukee,14997,2014,nissan,pathfinder,good,5,gas,automatic,4wd,SUV,50k-100k
"st louis, MO",26590,2017,nissan,maxima platinum (2017.5),good,6,gas,other,fwd,sedan,0-20k
others,19999,2016,kia,sorento,good,5,gas,automatic,4wd,sedan,500k+
others,35590,2018,others,e-pace p250 se sport,good,5,other,other,4wd,other,0-20k
tucson,25995,2018,others,mazda6,excellent,4,gas,automatic,fwd,sedan,20k-50k
spokane / coeur d'alene,7995,2007,honda,accord,good,4,gas,manual,fwd,sedan,0-20k
south florida,21518,2011,nissan,rogue sv,good,5,gas,automatic,4wd,sedan,50k-100k
others,17800,2008,subaru,impreza wrx sti,good,5,gas,automatic,4wd,sedan,50k-100k
others,36999,2018,toyota,tacoma trd sport 4x4 gas,good,5,gas,automatic,4wd,truck,20k-50k
others,19581,2018,dodge,grand caravan,good,6,gas,automatic,4wd,van,50k-100k
others,21518,2006,chrysler,300,good,6,gas,automatic,4wd,sedan,50k-100k
chicago,35000,2005,gmc,4500,good,8,diesel,automatic,rwd,pickup,150k-200k
others,21518,2009,ford,focus se,good,5,gas,automatic,4wd,sedan,20k-50k
others,8500,2014,ford,mustang,excellent,6,gas,automatic,rwd,sedan,100k-150k
others,39500,2020,jeep,wrangler,like new,5,gas,automatic,4wd,SUV,0-20k
los angeles,19900,2014,others,evoque,good,5,gas,automatic,4wd,SUV,50k-100k
others,9789,2010,lexus,hs,excellent,5,hybrid,automatic,fwd,sedan,100k-150k
others,24590,2017,acura,rdx sport utility 4d,good,6,gas,automatic,4wd,SUV,20k-50k
others,38590,2018,audi,s5 premium plus sedan 4d,good,6,gas,automatic,4wd,sedan,20k-50k
others,10900,2011,ford,f-250 4wd 1owner clean cheap truck,excellent,8,gas,automatic,4wd,truck,200k-300k
others,21518,1992,toyota,4 runner,good,5,gas,manual,4wd,offroad,150k-200k
seattle-tacoma,19581,1999,chrysler,town and country,excellent,5,gas,automatic,4wd,sedan,150k-200k
others,19581,2017,chevrolet,trax,excellent,4,gas,automatic,fwd,wagon,50k-100k
others,19581,2020,ford,f150 lariat 4wd f-150,good,5,gas,automatic,4wd,sedan,0-20k
